ITEMS,FECHAEMP,LOTE,CODIGO,CAJA,ESPECIE,PRODUCTO,CALIDAD,FECHA ELAB,FECHAVENCI,CAJA2,TALLA,UDS,LIBRAS,PROMEDIO,QUEES,EMPAQUE,CUARTO,POSICION,TARIMA,
883,29/7/2025,300/24,010802060101,1888,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1888,SIN TALLA,26,"31,0","1,2",INVFISICO,CAJA LBS LIBRE,2,0,31,
884,29/7/2025,300/24,010802060101,1895,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1895,SIN TALLA,20,"29,2","1,5",INVFISICO,CAJA LBS LIBRE,2,0,31,
885,29/7/2025,300/24,010802060101,1898,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1898,SIN TALLA,20,"26,0","1,3",INVFISICO,CAJA LBS LIBRE,2,0,31,
886,29/7/2025,300/24,010802060101,1897,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1897,SIN TALLA,20,"33,8","1,7",INVFISICO,CAJA LBS LIBRE,2,0,31,
887,29/7/2025,300/24,010802060101,1890,ATUN,"VENTRESCA CON PIEL, NATURAL",2024,4/12/2024,4/12/2025,1890,SIN TALLA,26,"25,8","1,0",INVFISICO,CAJA LBS LIBRE,2,0,31,
888,29/7/2025,300/24,010602060701,1832,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1832,2/4 OZ,17,"34,8","2,0",INVFISICO,CAJA LBS LIBRE,2,0,30,
889,29/7/2025,300/24,010602060701,1844,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1844,2/4 OZ,19,"39,0","2,1",INVFISICO,CAJA LBS LIBRE,2,0,30,
890,29/7/2025,300/24,010602060701,1848,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1848,2/4 OZ,17,"38,2","2,2",INVFISICO,CAJA LBS LIBRE,2,0,30,
891,29/7/2025,300/24,010602060701,1851,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1851,2/4 OZ,17,"38,4","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
892,29/7/2025,300/24,010602060701,1868,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1868,2/4 OZ,19,"44,8","2,4",INVFISICO,CAJA LBS LIBRE,2,0,30,
893,29/7/2025,300/24,010602060701,1843,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1843,2/4 OZ,17,"34,4","2,0",INVFISICO,CAJA LBS LIBRE,2,0,30,
894,29/7/2025,300/24,010602060701,1884,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1884,2/4 OZ,19,"43,2","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
895,29/7/2025,300/24,010602060701,1904,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1904,2/4 OZ,17,"37,4","2,2",INVFISICO,CAJA LBS LIBRE,2,0,30,
896,29/7/2025,300/24,010602060701,1837,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1837,2/4 OZ,17,"36,4","2,1",INVFISICO,CAJA LBS LIBRE,2,0,30,
897,29/7/2025,300/24,010602060701,1833,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1833,2/4 OZ,16,"34,6","2,2",INVFISICO,CAJA LBS LIBRE,2,0,30,
898,29/7/2025,300/24,010602060701,1834,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1834,2/4 OZ,16,"34,8","2,2",INVFISICO,CAJA LBS LIBRE,2,0,30,
899,29/7/2025,300/24,010602060701,1881,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1881,2/4 OZ,19,"43,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
900,29/7/2025,300/24,010602060701,1877,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1877,2/4 OZ,20,"46,6","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
901,29/7/2025,300/24,010602060701,1878,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1878,2/4 OZ,19,"44,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
902,29/7/2025,300/24,010602060701,1852,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1852,2/4 OZ,17,"39,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
903,29/7/2025,300/24,010602060701,1988,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1988,2/4 OZ,22,"50,4","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
904,29/7/2025,300/24,010602060701,1992,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1992,2/4 OZ,24,"55,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
905,29/7/2025,300/24,010602060701,1996,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1996,2/4 OZ,23,"52,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
906,29/7/2025,300/24,010602060701,1934,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1934,2/4 OZ,20,"46,6","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
907,29/7/2025,300/24,010602060701,1995,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1995,2/4 OZ,23,"52,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
908,29/7/2025,300/24,010602060701,1953,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1953,2/4 OZ,24,"55,4","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
909,29/7/2025,300/24,010602060701,1918,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1918,2/4 OZ,20,"47,4","2,4",INVFISICO,CAJA LBS LIBRE,2,0,30,
910,29/7/2025,300/24,010602060701,1987,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1987,2/4 OZ,21,"48,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
911,29/7/2025,300/24,010602060701,1955,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1955,2/4 OZ,23,"53,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
912,29/7/2025,300/24,010602060701,1991,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1991,2/4 OZ,26,"53,8","2,1",INVFISICO,CAJA LBS LIBRE,2,0,30,
913,29/7/2025,300/24,010602060701,1936,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1936,2/4 OZ,24,"54,6","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
914,29/7/2025,300/24,010602060701,1954,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1954,2/4 OZ,20,"46,2","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
915,29/7/2025,300/24,010602060701,1935,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1935,2/4 OZ,21,"48,4","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
916,29/7/2025,300/24,010602060701,1951,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1951,2/4 OZ,24,"54,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
917,29/7/2025,300/24,010602060701,1930,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1930,2/4 OZ,20,"48,6","2,4",INVFISICO,CAJA LBS LIBRE,2,0,30,
918,29/7/2025,300/24,010602060701,1928,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1928,2/4 OZ,21,"49,2","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
919,29/7/2025,300/24,010602060701,1876,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1876,2/4 OZ,21,"47,2","2,2",INVFISICO,CAJA LBS LIBRE,2,0,30,
920,29/7/2025,300/24,010602060701,1929,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1929,2/4 OZ,23,"51,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
921,29/7/2025,300/24,010602060701,1933,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1933,2/4 OZ,21,"48,6","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
922,29/7/2025,300/24,010602060701,2466,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2466,2/4 OZ,21,"47,2","2,2",INVFISICO,CAJA LBS LIBRE,2,0,30,
923,29/7/2025,300/24,010602060701,2467,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2467,2/4 OZ,21,"48,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
924,29/7/2025,300/24,010602060701,2463,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2463,2/4 OZ,21,"48,3","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
925,29/7/2025,300/24,010602060701,1931,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1931,2/4 OZ,20,"46,4","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
926,29/7/2025,300/24,010602060701,2468,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2468,2/4 OZ,19,"44,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
927,29/7/2025,300/24,010602060701,2465,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2465,2/4 OZ,21,"47,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
928,29/7/2025,300/24,010602060701,2450,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2450,2/4 OZ,23,"52,3","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
929,29/7/2025,300/24,010602060701,2462,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2462,2/4 OZ,24,"55,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
930,29/7/2025,300/24,010602060701,2461,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2461,2/4 OZ,22,"50,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
931,29/7/2025,300/24,010602060701,1873,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1873,2/4 OZ,19,"43,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,30,
932,29/7/2025,300/24,010602060701,1831,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1831,2/4 OZ,16,"34,8","2,2",INVFISICO,CAJA LBS LIBRE,2,0,30,
933,29/7/2025,300/24,010602060701,2451,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2451,2/4 OZ,20,"46,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
934,29/7/2025,300/24,010602060701,2447,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2447,2/4 OZ,21,"48,2","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
935,29/7/2025,300/24,010602060701,1997,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1997,2/4 OZ,25,"57,6","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
936,29/7/2025,300/24,010602060701,2457,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2457,2/4 OZ,19,"43,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
937,29/7/2025,300/24,010602060701,2000,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2000,2/4 OZ,24,"55,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
938,29/7/2025,300/24,010602060701,2448,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2448,2/4 OZ,21,"48,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
939,29/7/2025,300/24,010602060701,1998,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1998,2/4 OZ,23,"52,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
940,29/7/2025,300/24,010602060701,2003,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2003,2/4 OZ,22,"50,2","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
941,29/7/2025,300/24,010602060701,2001,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2001,2/4 OZ,23,"52,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
942,29/7/2025,300/24,010602060701,2009,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2009,2/4 OZ,22,"49,0","2,2",INVFISICO,CAJA LBS LIBRE,2,0,29,
943,29/7/2025,300/24,010602060701,2007,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2007,2/4 OZ,22,"49,2","2,2",INVFISICO,CAJA LBS LIBRE,2,0,29,
944,29/7/2025,300/24,010602060701,2011,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2011,2/4 OZ,22,"50,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
945,29/7/2025,300/24,010602060701,2016,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2016,2/4 OZ,21,"48,4","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
946,29/7/2025,300/24,010602060701,2002,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2002,2/4 OZ,24,"54,4","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
947,29/7/2025,300/24,010602060701,2054,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2054,2/4 OZ,21,"48,4","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
948,29/7/2025,300/24,010602060701,2446,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2446,2/4 OZ,20,"44,8","2,2",INVFISICO,CAJA LBS LIBRE,2,0,29,
949,29/7/2025,300/24,010602060701,2458,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2458,2/4 OZ,21,"48,5","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
950,29/7/2025,300/24,010602060701,2015,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2015,2/4 OZ,20,"45,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
951,29/7/2025,300/24,010602060701,2455,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2455,2/4 OZ,20,"46,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
952,29/7/2025,300/24,010602060701,2019,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2019,2/4 OZ,21,"49,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
953,29/7/2025,300/24,010602060701,2456,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2456,2/4 OZ,21,"48,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
954,29/7/2025,300/24,010602060701,2453,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2453,2/4 OZ,21,"46,5","2,2",INVFISICO,CAJA LBS LIBRE,2,0,29,
955,29/7/2025,300/24,010602060701,2024,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2024,2/4 OZ,18,"41,6","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
956,29/7/2025,300/24,010602060701,2450,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2450,2/4 OZ,20,"46,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
957,29/7/2025,300/24,010602060701,2020,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2020,2/4 OZ,22,"50,2","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
958,29/7/2025,300/24,010602060701,2459,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2459,2/4 OZ,21,"48,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
959,29/7/2025,300/24,010602060701,1994,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1994,2/4 OZ,22,"49,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
960,29/7/2025,300/24,010602060701,2454,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,2454,2/4 OZ,21,"47,6","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
961,29/7/2025,300/24,010602060701,1906,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1906,2/4 OZ,17,"37,8","2,2",INVFISICO,CAJA LBS LIBRE,2,0,29,
962,29/7/2025,300/24,010602060701,1850,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1850,2/4 OZ,17,"38,2","2,2",INVFISICO,CAJA LBS LIBRE,2,0,29,
963,29/7/2025,300/24,010602060701,1907,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1907,2/4 OZ,18,"37,8","2,1",INVFISICO,CAJA LBS LIBRE,2,0,29,
964,29/7/2025,300/24,010602060701,1905,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1905,2/4 OZ,17,"35,6","2,1",INVFISICO,CAJA LBS LIBRE,2,0,29,
965,29/7/2025,300/24,010602060701,1879,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1879,2/4 OZ,21,"48,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
966,29/7/2025,300/24,010602060701,1842,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1842,2/4 OZ,17,"34,8","2,0",INVFISICO,CAJA LBS LIBRE,2,0,29,
967,29/7/2025,300/24,010602060701,1871,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1871,2/4 OZ,19,"43,8","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
968,29/7/2025,300/24,010602060701,1867,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1867,2/4 OZ,19,"40,0","2,1",INVFISICO,CAJA LBS LIBRE,2,0,29,
969,29/7/2025,300/24,010602060701,1869,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1869,2/4 OZ,19,"44,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
970,29/7/2025,300/24,010602060701,1872,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1872,2/4 OZ,17,"39,6","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
971,29/7/2025,300/24,010602060701,1913,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1913,2/4 OZ,23,"52,0","2,3",INVFISICO,CAJA LBS LIBRE,2,0,29,
972,29/7/2025,300/24,010602060701,1915,ATUN,TROCITOS NATURAL,2024,4/12/2024,4/12/2025,1915,2/4 OZ,20,"47,8","2,4",INVFISICO,CAJA LBS LIBRE,2,0,29,
973,29/7/2025,55/25,010803060101,3640,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3640,SIN TALLA,8,"40,8","5,1",INVFISICO,CAJA LBS LIBRE,3,,19,
974,29/7/2025,55/25,010803060101,3637,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3637,SIN TALLA,8,"37,0","4,6",INVFISICO,CAJA LBS LIBRE,3,,19,
975,29/7/2025,55/25,010803060101,3644,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3644,SIN TALLA,8,"41,2","5,2",INVFISICO,CAJA LBS LIBRE,3,,19,
976,29/7/2025,55/25,010803060101,3643,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3643,SIN TALLA,8,"39,4","4,9",INVFISICO,CAJA LBS LIBRE,3,,19,
977,29/7/2025,55/25,010803060101,3639,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3639,SIN TALLA,8,"38,4","4,8",INVFISICO,CAJA LBS LIBRE,3,,19,
978,29/7/2025,55/25,010803060101,3642,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3642,SIN TALLA,8,"43,2","5,4",INVFISICO,CAJA LBS LIBRE,3,,19,
979,29/7/2025,55/25,010803060101,3638,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3638,SIN TALLA,8,"34,0","4,3",INVFISICO,CAJA LBS LIBRE,3,,19,
980,29/7/2025,55/25,010803060101,3641,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3641,SIN TALLA,8,"42,8","5,4",INVFISICO,CAJA LBS LIBRE,3,,19,
981,29/7/2025,55/25,010803060101,3194,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3194,SIN TALLA,9,"36,4","4,0",INVFISICO,CAJA LBS LIBRE,3,,19,
982,29/7/2025,55/25,010803060101,3645,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3645,SIN TALLA,6,"34,2","5,7",INVFISICO,CAJA LBS LIBRE,3,,19,
983,29/7/2025,55/25,010803060101,1974,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,1974,SIN TALLA,15,"23,4","1,6",INVFISICO,CAJA LBS LIBRE,3,,S,
984,29/7/2025,300/24,010910060401,2052,ATUN,"LOMO SIN PIEL, CON CO",B 2024,4/12/2024,4/12/2025,2052,58,7,"41,2","5,9",INVFISICO,CAJA LBS LIBRE,3,,7,
985,29/7/2025,300/24,010910060301,SN,ATUN,"LOMO SIN PIEL, NATURAL",B 2024,4/12/2024,4/12/2025,SN,35,3,"26,0","8,7",INVFISICO,CAJA LBS LIBRE,3,,S,
986,29/7/2025,300/24,010910060601,SN,ATUN,"LOMO SIN PIEL, NATURAL",B 2024,4/12/2024,4/12/2025,SN,8 UP,4,"48,2","12,1",INVFISICO,CAJA LBS LIBRE,3,,7,
987,29/7/2025,43/25,010803060101,3348,ATUN,"VENTRESCA CON PIEL, NATURAL",A,17/11/2025,17/11/2025,3348,SIN TALLA,8,"41,6","5,2",INVFISICO,CAJA LBS LIBRE,3,,19,
988,29/7/2025,300/24,071502070101,SN,PULPO,ENTERO CON VISCERAS,B 2024,4/12/2024,4/12/2025,SN,,2,"5,4","2,7",INVFISICO,CAJA LBS LIBRE,3,,S,
989,29/7/2025,300/24,010402060601,4303,ATUN,"LOMO SIN PIEL, NATURAL",B 2024,4/12/2024,4/12/2025,4303,8 UP,5,"45,6","9,1",INVFISICO,CAJA LBS LIBRE,3,,28,
990,29/7/2025,300/24,010402060401,4304,ATUN,"LOMO SIN PIEL, NATURAL",B 2024,4/12/2024,4/12/2025,4304,58,4,"21,0","5,3",INVFISICO,CAJA LBS LIBRE,3, ,S,
991,29/7/2025,300/24,010402060401,2057,ATUN,"LOMO SIN PIEL, CON CO",B 2024,4/12/2024,4/12/2025,2057,58,5,"36,6","7,3",INVFISICO,CAJA LBS LIBRE,3,,28,
992,29/7/2025,18/25,121502010101,2740,ACHOTILLO,"ENTERO SIN VISCERAS, SIN AGALLAS",IND,,,2740,SIN TALLA,4,"29,0","7,3",INVFISICO,CAJA LBS LIBRE,3,,32,
993,29/7/2025,18/25,121502010101,3739,ACHOTILLO,"ENTERO SIN VISCERAS, SIN AGALLAS",IND,,,3739,SIN TALLA,4,"44,4","11,1",INVFISICO,CAJA LBS LIBRE,3,,32,
994,29/7/2025,62/25,042002073301,3901,PARGO MANCHA ,"Entero s/v. C/a, con escamas + CO",IND,,,3901,1 a 2 lb,27,"37,6","1,4",INVFISICO,CAJA LBS LIBRE,3,,32,
995,29/7/2025,62/25,042002073301,3897,PARGO MANCHA ,"Entero s/v. C/a, con escamas + CO",IND,,,3897,1 a 2 lb,27,"35,2","1,3",INVFISICO,CAJA LBS LIBRE,3,,32,
996,29/7/2025,62/25,042002073301,3894,PARGO MANCHA ,"Entero s/v. C/a, con escamas + CO",IND,,,3894,1 a 2 lb,30,"36,2","1,2",INVFISICO,CAJA LBS LIBRE,3,,32,
997,29/7/2025,62/25,042002073301,3899,PARGO MANCHA ,"Entero s/v. C/a, con escamas + CO",IND,,,3899,1 a 2 lb,30,"37,0","1,2",INVFISICO,CAJA LBS LIBRE,3,0,32,
998,29/7/2025,54/25,042002073301,3715,PARGO MANCHA ,"Entero s/v. C/a, con escamas + CO",IND,,,3715,1 a 2 lb,26,"34,8","1,3",INVFISICO,CAJA LBS LIBRE,3,,32,
999,29/7/2025,62/25,042002073801,3716,PARGO MANCHA ,"Entero s/v. C/a, con escamas + CO",IND,,,3716,2 a 4 lb,9,"24,0","2,7",INVFISICO,CAJA LBS LIBRE,3,,S,
1000,29/7/2025,62/25,042002073301,2546,PARGO MANCHA ,"Entero s/v. C/a, con escamas + CO",IND,,,2546,1 a 2 lb,13,"16,0","1,2",INVFISICO,CAJA LBS LIBRE,3,,S,
1001,29/7/2025,54/25,041902072901,3714,PARGO MANCHA ,"Entero s/v. C/a, con escamas + CO",IND,,,3714,1/2 a 1 lb,29,"15,0","0,5",INVFISICO,CAJA LBS LIBRE,3,,s,
1002,29/7/2025,34/25,172002073301,2981,PARGO AMARILLO ,"Entero s/v. C/a, con escamas + CO",IND,,,2981,1 a 2 lb,15,"28,8","1,9",INVFISICO,CAJA LBS LIBRE,3,,32,
1003,29/7/2025,34/25,172002073801,2955,PARGO AMARILLO ,"Entero s/v. C/a, con escamas + CO",IND,,,2955,2 a 4 lb,12,"32,0","2,7",INVFISICO,CAJA LBS LIBRE,3,,32,
1004,29/7/2025,34/25,172002073801,2980,PARGO AMARILLO ,"Entero s/v. C/a, con escamas + CO",IND,,,2980,2 a 4 lb,16,"44,2","2,8",INVFISICO,CAJA LBS LIBRE,3,,32,
1005,29/7/2025,28/25,101902072901,2847,PARGO BLANCO,"Entero s/v. C/a, con escamas + CO",IND,,,2847,1/2 a 1 lb,34,"21,8","0,6",INVFISICO,CAJA LBS LIBRE,3,,S,
1006,29/7/2025,51/25,102002073301,3696,PARGO BLANCO,"Entero s/v. C/a, con escamas + CO",IND,,,3696,1 a 2 lb,9,"11,4","1,3",INVFISICO,CAJA LBS LIBRE,3,,S,
1007,29/7/2025,47/25,101002060701,3469,PARGO BLANCO,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,3469,2 a 4 oz,33,"11,0","0,3",INVFISICO,CAJA LBS LIBRE,3,,s,
1008,29/7/2025,62/25,101002061801,3838,PARGO BLANCO,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,3838,4 a 6 oz,24,"8,2","0,3",INVFISICO,CAJA LBS LIBRE,3,,s,
1009,29/7/2025,17/25,141002093601,2821,CORVINA AMARILLA,"PORCIONES SIN PIEL, CON CO",IND,,,2821,6 A 8 OZ ,8,"3,8","0,5",INVFISICO,CAJA LBS LIBRE,3,,S,
1010,29/7/2025,17/25,141002093501,2821,CORVINA AMARILLA,"PORCIONES SIN PIEL, CON CO",IND,,,2821,4 a 6 oz,4,"1,4","0,4",INVFISICO,CAJA LBS LIBRE,3,,S,
1011,29/7/2025,34/25,171802092901,2992,PARGO AMARILLO ,"FILETE CON PIEL, SIN ESPINAS, ""CO""",IND,,,2992,1/2 a 1 lb,6,"5,6","0,9",INVFISICO,CAJA LBS LIBRE,3,,S,
1012,29/7/2025,300/24,051302070101,4306,CONGRIO,"FILETE SIN PIEL, SIN ESPINAS",B 2024,,,4306,0,8,"8,8","1,1",INVFISICO,CAJA LBS LIBRE,3,,S,
1013,29/7/2025,42/25,082102010101,3218,MAHI MAHI ,"CABEZAS SIN AGALLAS, IQF",IND,,,3218,SIN TALLA,19,"24,8","1,3",INVFISICO,CAJA LBS LIBRE,3,,17,
